KEGG_CPD	KEGG_FORMULA	KEGG_EXACT_MASS
C11061	C26H36O8	476.241
C11062	C25H42N7O18P3S	853.152
C11088	C2H4Br2	185.868
C11101	C6H6O3	126.0317
C11129	C8H5NO2	147.032
C11130	C8H7NO2	149.0477
C11131	C25H34O9	478.2203
C11132	C25H32O9	476.2046
C11133	C24H30O8	446.1941
C11134	C25H36O8	464.241
C11135	C25H38O8	466.2567
C11136	C25H38O8	466.2567
C11142	C2H6O2S	94.0089
C11143	C2H6OS	78.0139
C11145	CH4SO3	95.9881
C11148	C2HCl3O	145.9093
C11150	C2HCl3O2	161.9042
C11173	C22H20N2O5	392.1372
C11174	C6H19O27P7	739.8277
C11215	AsO4	138.9013
C11242	C55H74MgN4O6	910.5459
C11243	C55H72MgN4O6	908.5302
C11249	C6H12	84.0939
C11278	C27H29N3O13S	635.1421
C11301	C26H42NO7S	512.2682
C11338	C12H20O2	196.1463
C11348	C8H10O	122.0732
C11354	C6H8O3	128.0473
C11355	C10H11NO5	225.0637
C11376	C28H28N2O11	568.1693
C11377	C25H41N2O19R	
C11382	C10H16	136.1252
C11383	C10H14O	150.1045
C11384	C10H18O	154.1358
C11386	C10H20O	156.1514
C11387	C10H16O	152.1201
C11388	C10H18O	154.1358
C11389	C10H18O	154.1358
C11393	C10H18O	154.1358
C11396	C10H18O	154.1358
C11397	C10H18O	154.1358
C11398	C10H16O	152.1201
C11399	C10H18O	154.1358
C11400	C10H18O	154.1358
C11401	C10H16O	152.1201
C11402	C10H16O2	168.115
C11403	C10H16O2	168.115
C11404	C10H18O3	186.1256
C11405	C10H16O3	184.1099
C11406	C10H18O3	186.1256
C11409	C10H16O	152.1201
C11410	C10H18O	154.1358
C11411	C10H18O	154.1358
C11412	C10H16O	152.1201
C11413	C10H18O	154.1358
C11414	C10H16O2	168.115
C11415	C10H16O	152.1201
C11416	C10H18O	154.1358
C11417	C10H18O3	186.1256
C11418	C10H16O2	168.115
C11419	C10H16O3	184.1099
C11420	C10H18O3	186.1256
C11434	C5H13O7P	216.0399
C11435	C14H25N3O14P2	521.0812
C11436	C14H26N3O17P3	601.0475
C11437	C5H11O7P	214.0242
C11439	C12H17N4O6SR3	
C11440	C11H17N4O5SR3	
C11449	C9H9ClNO3SR	
C11453	C5H12O9P2	277.9957
C11455	C29H46O	410.3549
C11457	C9H10O3	166.063
C11472	C7H16O13P2	370.0066
C11475	C10H14N5O7P(C5H8O5PR)n(C5H8O5PR)n	
C11476	C5H10O5	150.0528
C11477		
C11478	C10H16N3O8PS(C5H8O6PR)n(C5H8O6PR)n	
C11480	C8H10O2	138.0681
C11481	HSO3	80.9646
C11482	HSR	
C11496	C5H12O4S2	200.0177
C11497	C5H10O4S2	198.0021
C11498	C5H12O4S2	200.0177
C11499	C3H6O6S	169.9885
C11500	C10H11N5O4	265.0811
C11501	C10H11N5O5	281.076
C11502	C34H58N4O24S2	970.2882
C11503	C9H7NO2	161.0477
C11504	C10H9NO2	175.0633
C11505	C3H6	42.047
C11506	C3H6O	58.0419
C11507	C3H6O	58.0419
C11508	C29H46O	410.3549
C11509	C29H48O2	428.3654
C11510	C7H5Cl3O	209.9406
C11511	C4H7NO5	149.0324
C11512	C13H20O3	224.1412
C11513	C31H52O	440.4018
C11514	C7H8O6	188.0321
C11515	C7H8O6	188.0321
C11516	C9H17O12P	348.0458
C11519	C7H13NO	127.0997
C11520	C7H11N	109.0891
C11521	C15H24N2O19P2S	630.0169
C11522	C29H48O	412.3705
C11523	C30H50O	426.3862
C11524		
C11525		
C11526	C6H19O27P7	739.8277
C11527	C8H8O4	168.0423
C11529	C3H5N2O3R	
C11531	C11H19O10R	
C11535	C11H20O10	312.1056
C11536	C3H7O9PS	249.9548
C11537	C3H6O6S	169.9885
C11538	C42H44CoN4O16	919.2084
C11539	C43H48CoN4O16	935.2397
C11540	C44H50CoN4O16	949.2554
C11542	C44H53CoN4O16	952.2789
C11543	C44H55CoN4O16	954.2945
C11544	C9H16O9	268.0794
C11545	C45H59CoN4O14	938.336
C11546	C9H18O8	254.1002
C11547	C54H89N2O25P2R7	
C11548	C52H91N2O23P2R5	
C11549	(C8H14O2)n	
C11550	(C8H14O2)x	
C11551	(C4H6O2)n	
C11552	(C4H6O2)x	
C11553	C6H12NO8S(C12H19NO19S3)n	
C11554	C11H19O19P3R2	
C11555	C6H16O18P4	499.9287
C11556	C11H19O19P3R2	
C11557	C11H18O16P2R2	
C11572	C21H32N5O13R3	
C11583	C17H30Cl2N5O8PS	565.093
C11588	C9H12O4	184.0736
C11620	C17H14O8	346.0689
C11630	C33H36N4O6	584.2635
C11631	C10H10N4O6	282.06
C11632	C21H22N2O3	350.163
C11633	C19H20N2O	292.1576
C11634	C19H20N2O	292.1576
C11635	C19H22N2O	294.1732
C11636	C16H24O9	360.142
C11638	C3H8NO5P	169.014
C11643	C21H24N2O3	352.1787
C11675	C22H26N2O3	366.1943
C11695	C22H37NO2	347.2824
C11700	C29H36O10	544.2308
C11735	C4H9NO2	103.0633
C11736	C9H11FN2O5	246.0652
C11785	C16H17NO3	271.1208
C11807	C21H22N2O2	334.1681
C11808	C21H24N2O3	352.1787
C11809	C21H26N2O3	354.1943
C11810	C19H24N2O2	312.1838
C11811	C5H12O8P2	262.0007
C11818	C20H21NO4	339.1471
C11821	C5H4N4O4	184.0233
C11822	C3H5NO3	103.0269
C11823	C3H3O2R	
C11825	C21H34O2	318.2559
C11826	C94H156N8O26P2(C39H64N8O19)n-1	
C11827	C95H156N8O28P2(C40H64N8O21)n-1	
C11829	C35H34MgN4O5	614.238
C11830	C35H32MgN4O5	612.2223
C11831	C35H30MgN4O5	610.2067
C11832	C35H32MgN4O5	612.2223
C11837	C8H13NO3	171.0895
C11838	C5H8O4	132.0423
C11848	C16H21NO2	259.1572
C11854	C19H22O5	330.1467
C11855	C19H22O6	346.1416
C11857	C20H28O4	332.1988
C11860	C20H28O5	348.1937
C11861	C20H26O5	346.178
C11863	C19H24O4	316.1675
C11864	C19H24O5	332.1624
C11865	C19H24O5	332.1624
C11868	C19H24O6	348.1573
C11869	C19H22O6	346.1416
C11870	C19H22O7	362.1366
C11872	C20H32O	288.2453
C11873	C20H30O	286.2297
C11874	C20H30O2	302.2246
C11875	C20H30O3	318.2195
C11876	C20H30O4	334.2144
C11877	C20H32	272.2504
C11878	C20H32	272.2504
C11879	C20H32	272.2504
C11880	C20H32	272.2504
C11881	C20H32	272.2504
C11882	C20H32O	288.2453
C11887	C20H30O	286.2297
C11890	C20H34O	290.261
C11894	C20H32	272.2504
C11895	C20H32O	288.2453
C11896	C22H34O2	330.2559
C11897	C20H32O2	304.2402
C11898	C22H34O3	346.2508
C11899	C22H32O9	440.2046
C11900	C31H38O11	586.2414
C11901	C20H36O7P2	450.1936
C11902	C20H36O7P2	450.1936
C11903	C37H50N2O	538.3923
C11904	C37H52N2O	540.408
C11907	C16H24N2O15P2	546.0652
C11908	C16H24N2O15P2	546.0652
C11909	C16H24N2O14P2	530.0703
C11910	C16H27N3O13P2	531.1019
C11911	C18H31N3O13P2	559.1332
C11912	C16H26N2O15P2	548.0808
C11916	C17H28N2O14P2	546.1016
C11922	C16H24N2O14P2	530.0703
C11924	C10H14O2	166.0994
C11925	C16H27N3O14P2	547.0968
C11926	C16H24N2O15P2	546.0652
C11930	C16H22N2O14P2	528.0546
C11933	C18H31N3O14P2	575.1281
C11937	C10H16O2	168.115
C11945	C31H50N7O17P3S	917.2197
C11946	C31H50N7O17P3S	917.2197
C11947	C31H52N7O18P3S	935.2302
C11951	C10H16O	152.1201
C11952	C10H18O	154.1358
C11991	C26H44O10	516.2934
C11992	C27H46O10	530.3091
C11993	C17H28O4	296.1988
C11994	C25H43NO6	453.309
C11995	C25H43NO7	469.304
C11996	C25H43NO7	469.304
C11997	C20H32O5	352.225
C11998	C28H47NO7	509.3353
C11999	C28H47NO8	525.3302
C12000	C23H38O5	394.2719
C12001	C31H53NO8	567.3771
C12002	C31H51NO10	597.3513
C12003	C37H61NO14	743.4092
C12016	C58H44Cl3N7O21S	1311.1377
C12026	C8H9NO4	183.0532
C12044	C37H47NO12	697.3098
C12083	C20H30O2	302.2246
C12088	C10H10O2	162.0681
C12092	C29H43N8O17P3S	900.168
C12093	C14H11NO3	241.0739
C12095	C30H27O13	595.1452
C12096	C36H37O18	757.198
C12107	C7H7NO3	153.0426
C12108	C7H9NO4	171.0532
C12112	C20H35NO13	497.2108
C12115	C7H7NO3	153.0426
C12123	C15H10O4	254.0579
C12124	C15H14O5	274.0841
C12125	C16H12O4	268.0736
C12126	C19H38NO3R	
C12127	C15H14O7	306.074
C12128	C15H14O5	274.0841
C12134	C15H10O6	286.0477
C12135	C16H12O6	300.0634
C12136	C15H14O7	306.074
C12137	C21H21O10	433.1135
C12138	C21H21O12	465.1033
C12142	C15H24	204.1878
C12144	C18H39NO3	317.293
C12145	C19H38NO4R	
C12146	C22H35N7O17P3SR	
C12147	C4H10NO6P	199.0246
C12203	C31H44N7O20P3S	959.1575
C12204	C10H10O4	194.0579
C12205	C10H12O4	196.0736
C12206	C9H10O3	166.063
C12208	C16H18O8	338.1002
C12211	C15H25N3O16P2	565.071
C12212	C6H13NO5	179.0794
C12213	C6H14NO8P	259.0457
C12214	C6H14NO8P	259.0457
C12215	C4H10NO6P	199.0246
C12248	C5H6N4O5	202.0338
C12249	C21H20O11	448.1006
C12270	C11H16N2O8	304.0907
C12287	C13H20O	192.1514
C12299	C11H12O2	176.0837
C12305	C8H8O3	152.0473
C12308	C20H26O5	346.178
C12312	C8H7NO	133.0528
C12313	C6H12O2	116.0837
C12314	C6H10O3	130.063
C12316	C15H12O7	304.0583
C12317	C4H9NO3	119.0582
C12321	C17H29N3O13P2	545.1176
C12322	C17H29N3O13P2	545.1176
C12323	C8H9NO3	167.0582
C12324	C29H42N7O19P3S	917.1469
C12325	C8H6O5	182.0215
C12347	C5H13O13P3	373.9569
C12354	C20H21O10SR	
C12366	C20H16O8	384.0845
C12367	C20H14O7	366.074
C12368	C20H12O8	380.0532
C12371	C23H18O8	422.1002
C12378	C22H16O8	408.0845
C12379	C22H18O11	458.0849
C12415	C21H16O8	396.0845
C12416	C20H14O8	382.0689
C12417	C21H16O8	396.0845
C12419	C21H18O8	398.1002
C12421	C21H16O8	396.0845
C12422	C22H18O8	410.1002
C12423	C22H18O8	410.1002
C12424	C22H20O8	412.1158
C12425	C22H20O9	428.1107
C12428	C26H29NO9	499.1842
C12429	C27H31NO9	513.1999
C12430	C27H31NO10	529.1948
C12431	C26H29NO10	515.1791
C12432	C26H27NO10	513.1635
C12441	C19H20NO10SR	
C12448	C10H17NO3	199.1208
C12452	C10H17NO2	183.1259
C12453	C10H17NO2	183.1259
C12455	C5H11NO	101.0841
C12456	C14H16O4	248.1049
C12457	C13H16O4	236.1049
C12458	C12H14O3	206.0943
C12468	C9H7NO4	193.0375
C12470	C5H8NOSR	
C12474	C22H21NO6	395.1369
C12475	C29H33NO10	555.2104
C12476	C30H35NO10	569.2261
C12481	C17H28N2O15P2	562.0965
C12483	C5H4NOSR	
C12525	C19H32O2	292.2402
C12537	C14H12O2	212.0837
C12621	C9H8O3	164.0473
C12622	C9H10O4	182.0579
C12623	C9H8O4	180.0423
C12624	C9H8O6	212.0321
C12625	C25H24O13	532.1217
C12626	C21H20O11	448.1006
C12627	C27H30O14	578.1636
C12628	C27H30O14	578.1636
C12629	C28H32O14	592.1792
C12630	C27H30O15	594.1585
C12631	C15H12O6	288.0634
C12632	C27H26O18	638.1119
C12633	C16H12O8	332.0532
C12634	C27H30O16	610.1534
C12635	C33H40O21	772.2062
C12636	C42H46O23	918.243
C12637	C26H28O16	596.1377
C12638	C24H22O15	550.0959
C12639	C21H20O12	464.0955
C12640	C36H37O18	757.198
C12641	C39H39O21	843.1984
C12642	C24H23O13	519.1139
C12643	C24H23O14	535.1088
C12644	C27H31O14	579.1714
C12645	C33H41O19	741.2242
C12646	C33H41O20	757.2191
C12647	C42H41O24	929.1988
C12650	C15H22FN3O6	359.1493
C12667	C27H30O17	626.1483
C12668	C33H40O22	788.2011
C12673	C8H9FN2O3	200.0597
C12739	C9H11FN2O5	246.0652
C12831	C6H3Cl3O2	211.9199
C12832	C6H5Cl3O2	213.9355
C12833	C6H3Cl3O4	243.9097
C12834	C6H2Cl2O4	207.933
C12835	C6H4Cl2O5	225.9436
C12836	C6H7ClO5	193.9982
C12837	C6H7ClO2	146.0135
C12838	C6H4O4	140.011
C13050	C15H21N5O13P2	541.0611
C13051	C21H28N6O18P3	745.0673
C13273	C20H34O2	306.2559
C13309	C30H44O2	436.3341
C13378	C14H23N4O9P2S	485.0661
C13425	C37H54O3	546.4073
C13431	C40H56O4	600.4179
C13433	C40H56O4	600.4179
C13453	C15H22O3	250.1569
C13455	C15H20O3	248.1412
C13482	C4H12NO4P	169.0504
C13508	C11H16O12SR2	
C13550	C27H46O2	402.3498
C13635	C8H8O3	152.0473
C13636	C8H8O3	152.0473
C13645	HBr	79.9262
C13712	C21H34O2	318.2559
C13713	C21H34O3	334.2508
C13747	C7H8N4O2	180.0647
C14040	C10H7NO2	173.0477
C14044	C25H34O3	382.2508
C14045	C25H34O3	382.2508
C14082	C11H10	142.0783
C14083	C11H12O2	176.0837
C14084	C11H10O2	174.0681
C14088	C8H8O3	152.0473
C14089	C11H10O	158.0732
C14090	C11H8O	156.0575
C14098	C11H10	142.0783
C14099	C11H8O	156.0575
C14102	C11H12O2	176.0837
C14103	C8H8O3	152.0473
C14104	C11H12O3	192.0786
C14105	C11H10O3	190.063
C14109	C8H8O4	168.0423
C14110	C7H8O3	140.0473
C14144	C27H42N7O19P3S	893.1469
C14145	C27H44N7O20P3S	911.1575
C14146	C40H58	538.4539
C14151	C27H46O2	402.3498
C14152	C28H48O2	416.3654
C14153	C29H44O2	424.3341
C14154	C28H42O2	410.3185
C14155	C28H42O2	410.3185
C14156	C27H40O2	396.3028
C14177	C6H15N4O6P	270.0729
C14178	C6H16N4O9P2	350.0393
C14179	C2H4O5S	139.9779
C14180	C11H19N3O7S	337.0944
C14315	C14H10	178.0783
C14448	C2H2O2	58.0055
C14463	C6H10O4	146.0579
C14521	C6H4Br2O	249.8629
C14531	C3H3N3O2	113.0225
C14536	C16H12O5	284.0685
C14556	C20H12O	268.0888
C14582	C8H10O	122.0732
C14602	C6H7NO2	125.0477
C14604	C6H7NO2	125.0477
C14610	C6H6O4	142.0266
C14695	C6H9NO6	191.043
C14727	C36H45NO12	683.2942
C14748	C20H32O3	320.2351
C14749	C20H32O3	320.2351
C14768	C20H32O3	320.2351
C14769	C20H32O3	320.2351
C14770	C20H32O3	320.2351
C14771	C20H32O3	320.2351
C14772	C20H34O4	338.2457
C14773	C20H34O4	338.2457
C14774	C20H34O4	338.2457
C14775	C20H34O4	338.2457
C14778	C20H32O3	320.2351
C14781	C20H32O4	336.2301
C14782	C20H34O5	354.2406
C14786	C10H8O	144.0575
C14787	C10H8O	144.0575
C14791	C20H25N3O7S	451.1413
C14792	C20H25N3O7S	451.1413
C14793	C20H25N3O7S	451.1413
C14800	C10H7NO3	189.0426
C14801	C10H9NO4	207.0532
C14802	C10H7NO3	189.0426
C14803	C20H24N4O9S	496.1264
C14804	C20H24N4O9S	496.1264
C14805	C20H24N4O9S	496.1264
C14806	C20H24N4O9S	496.1264
C14808	C20H32O4	336.2301
C14809	C20H34O5	354.2406
C14813	C20H32O4	336.2301
C14814	C20H34O5	354.2406
C14818	Fe	55.9349
C14819	Fe	55.9349
C14825	C18H32O3	296.2351
C14826	C18H32O3	296.2351
C14827	C18H32O4	312.2301
C14830	C16H23N5O15P2	587.0666
C14831	C18H32O4	312.2301
C14839	C6H5BrO	171.9524
C14840	C6H5BrO	171.9524
C14842	C6H7BrO2	189.9629
C14844	C6H7BrO2	189.9629
C14847	C16H22BrN3O7S	479.0362
C14848	C16H22BrN3O7S	479.0362
C14849	C20H12O	268.0888
C14850	C20H12O	268.0888
C14851	C20H12O	268.0888
C14852	C20H14O2	286.0994
C14853	C20H14O3	302.0943
C14854	C20H12O2	284.0837
C14855	C30H29N3O7S	575.1726
C14856	C30H29N3O7S	575.1726
C14857	C2H2Cl2O	111.9483
C14858	C2H2Cl2O	111.9483
C14859	C2H2Cl2O	111.9483
C14861	C12H19Cl2N3O7S	419.0321
C14863	C22H34N6O13S2	654.1625
C14864	C12H18ClN3O7S	383.0554
C14865	C12H18ClN3O7S	383.0554
C14866	C2HCl3O	145.9093
C14868	C12H17Cl2N3O6S	401.0215
C14869	C8H11Cl3O7	323.957
C14870	C2H3BrO	121.9367
C14871	C12H19N3O7S	349.0944
C14874	C12H20N3O6S	334.1073
C14899	C6H11O10P	274.009
C14909	C19H24O3	300.1725
C15025	C7H15NO3	161.1052
C15037	C26H21N3O3	423.1583
C15038	C25H21N3O3	411.1583
C15204	C15H12O3	240.0786
C15484	C21H34O2	318.2559
C15485	C12H20N2O7	304.1271
C15486	C12H18N2O7	302.1114
C15488	C2H3FO	62.0168
C15489	C31H43N8O17P3S	924.168
C15492	C20H32O	288.2453
C15493	C20H28O2	300.2089
C15494	C19H30O4	322.2144
C15495	C19H32O4	324.2301
C15496	S2R2	
C15497	C11H16N2O5	256.1059
C15498	HO2R	
C15499	C5H8O2	100.0524
C15500	C12H20N2O8	320.122
C15501	C12H20N2O9	336.1169
C15502	C12H20N2O8	320.122
C15503	C9H11NO5	213.0637
C15504	C16H14O7	318.074
C15505	C6H2Cl4O	229.886
C15506		
C15507		
C15508	C3H6O	58.0419
C15509	C20H20O5	340.1311
C15510	C20H20O5	340.1311
C15511	C20H18O5	338.1154
C15512	C9H10O	134.0732
C15513	C9H10O2	150.0681
C15514	C15H20O5	280.1311
C15515	C24H40O4	392.2927
C15516	C26H45NO7S	515.2917
C15517	C24H40O4	392.2927
C15518	C27H46O3	418.3447
C15519	C27H46O2	402.3498
C15520	C27H46O3	418.3447
C15521	CH3O3SR	
C15522	C9H15N5O4	257.1124
C15523	C6H5NO4	155.0219
C15524	C29H40N7O18P3S	899.1363
C15525	C15H12O6	288.0634
C15527	C41H46N4O16	850.2909
C15530	C22H27NO4	369.194
C15531	C16H14O4	270.0892
C15532	C8H15N3O4	217.1063
C15533	C4H8FNO3	137.0488
C15534	C2H6NR	
C15535	C4H8NOR	
C15537	C28H40O8	504.2723
C15538	C26H38O7	462.2618
C15539	C21H19O10R2	
C15540	C24H22O13R	
C15541	C11H21O15P2R	
C15542	C61H101O9P	1008.7183
C15543	C12H21O11R	
C15544	C14H24NO11R	
C15545	C10H13N5O	219.112
C15546	C16H23N5O6	381.1648
C15547	C32H42N7O19P3S	953.1469
C15548	C12H22O11	342.1162
C15549	C15H11O	207.081
C15550	C21H21O7	385.1287
C15555	C21H20O8	400.1158
C15556	C4H9O6P	184.0137
C15557	C26H43NO4	433.3192
C15558	(C14H21NO14S)n	
C15559	C26H43NO8S	529.2709
C15560	C45H74N7O19P3S	1141.3973
C15561	C8H9NO	135.0684
C15562	C7H9N	107.0735
C15563	C10H16N5O9P	381.0686
C15564	C2H2O2XR	
C15565	C2H3O3R	
C15566	C9H7NO4	193.0375
C15567	C15H12O5	272.0685
C15568	C24H36O5	404.2563
C15569	C24H34O4	386.2457
C15570	C15H12O3	240.0786
C15571	C6H6O2	110.0368
C15572	C7H8O2	124.0524
C15573	C14H22NO12R	
C15574	C22H35N2O17R	
C15575	C14H22NO12R	
C15576	C20H30NO18R	
C15577	C14H22NO12R	
C15578	C20H30NO18R	
C15579	C27H32O12	548.1894
C15580	C21H20O9	416.1107
C15581	C27H30O13	562.1686
C15582	C33H40O18	724.2215
C15583	C8H8O2	136.0524
C15584	C6H6O	94.0419
C15585		
C15586	C10H12N4O4	252.0859
C15587	C5H4N4	120.0436
C15588	C2H6O2	62.0368
C15589	C15H12O	208.0888
C15590		
C15591	C18H18O7	346.1053
C15592		
C15593		
C15594		
C15595		
C15596		
C15597		
C15598	C15H12O5R2	
C15599	C14H14N2O8	338.075
C15601		
C15602		
C15603		
C15604	C5H8O(C5H8)n-1	
C15605	C11H12N2O4	236.0797
C15606	C6H10O3S	162.0351
C15607	C4H6N2O4	146.0328
C15608	C15H10O2	222.0681
C15609	C15H12O4	256.0736
C15610	C27H46O2	402.3498
C15612	C18H25NO6	351.1682
C15613	C48H80N7O20P3S	1199.4392
C15614	C48H80N7O21P3S	1215.4341
C15615	C15H10O3	238.063
C15616	C16H12O3	252.0786
C15646	C5H10O6PR	
C15647	C6H9O7PR2	
C15650	C6H11O6PS	242.0014
C15651	C6H11O6PS	242.0014
C15652	C23H46N6O13	614.3123
C15653	C6H10N2O3SR2	
C15656	C35H55N3O28R2	
C15658	C12H23NO10	341.1322
C15666	C15H18N2O8S	386.0784
C15667	C9H14N3O9P	339.0468
C15668	C4H7N	69.0578
C15672	C49H58FeN4O5	838.3757
C15673	C6H10O7	194.0427
C15681	C36H59NO11	681.4088
C15682	C35H57NO11	667.3932
C15689	C22H23NO6	397.1525
C15699	C9H19N3O3	217.1426
C15700	C9H16N2O4	216.111
C15767	C9H16N2O5	232.1059
C15769	C8H7NO3	165.0426
C15770	C8H7NO4	181.0375
C15772	C14H17NO9	343.0903
C15776	C29H48O	412.3705
C15777	C28H46O	398.3549
C15778	C28H44O	396.3392
C15780	C28H44O	396.3392
C15781	C28H46O	398.3549
C15782	C29H48O	412.3705
C15783	C29H46O	410.3549
C15785	C28H46O	398.3549
C15786	C28H48O	400.3705
C15795	C28H48O2	416.3654
C15796	C28H46O2	414.3498
C15797	C28H48O2	416.3654
C15800	C28H48O3	432.3603
C15801	C28H50O3	434.376
C15804		
C15805		
C15806		
C15807		
C15808	C29H46O3	442.3447
C15809	C2H3NO2	73.0164
C15810	C4H7N2O3R	
C15811	C4H6N2O2SR2	
C15812	C4H6N2O2S2R2	
C15813	C14H19N7O9PR	
C15814	C4H7N2O2SR	
C15816	C28H44O	396.3392
C15850	C41H62N12O11	898.4661
C15853	C7H17N3	143.1422
C15854	C11H20N4O2R2	
C15857	C40H60	540.4695
C15858	C40H56	536.4382
C15859	C40H58O	554.4488
C15867	C40H54	534.4226
C15874	C40H56O	552.4331
C15877	C41H58O	566.4488
C15878	C41H60O2	584.4593
C15879	C41H58O2	582.4437
C15881	C42H60O2	596.4593
C15882	C27H46O2	402.3498
C15883	C28H48O2	416.3654
C15884	C42H58O3	610.4386
C15885	C42H56O4	624.4179
C15886	C41H60O	568.4644
C15887	C41H62O2	586.475
C15888	C42H64O2	600.4906
C15892	C40H60O	556.4644
C15895	C41H62O	570.4801
C15898	C40H58O	554.4488
C15900	C41H60O	568.4644
C15902	C41H62O2	586.475
C15903	C41H58O2	582.4437
C15905	C41H60O3	600.4542
C15908	C40H52	532.4069
C15911	C40H54O	550.4175
C15915	C29H50O	414.3862
C15925	C16H25N5O16P2	605.0772
C15926	C6H13O9P	260.0297
C15930	C6H12O7	196.0583
C15941	C46H66O7	730.4809
C15942	C46H64O8	744.4601
C15943	C40H48	528.3756
C15965	C40H54O2	566.4124
C15966	C40H54O2	566.4124
C15967	C40H52O3	580.3916
C15968	C40H54O3	582.4073
C15969	C52H76O12	892.5337
C15970	C21H30O9	426.189
C15972	C8H14NOS2R	
C15973	C8H16NOS2R	
C15974	C17H29N4O8P2S	511.1181
C15975	C13H24NO2S2R	
C15976	C16H27N4O8P2S	497.1025
C15977	C12H22NO2S2R	
C15978	C17H29N4O8P2S	511.1181
C15979	C13H24NO2S2R	
C15980	C26H44N7O17P3S	851.1727
C15981	C40H56O	552.4331
C15985	C22H28N2O3	368.21
C15986	C10H14N2O3	210.1004
C15987	C5H11NO2	117.079
C15988	C18H36O4	316.2614
C15989	C18H37O7P	396.2277
C15990	C6H17O21P5	579.895
C15991	C6H17O21P5	579.895
C15992	C27H46O2	402.3498
C15996	C7H5N5O	175.0494
C15998	C5H11NO3S	165.046
C15999	C5H11NO3S	165.046
C16001	C26H21N5O19S6. 4Na	990.8746
C16002		
C16011	C22H34N10O15P2R2	
C16014	C14H12O	196.0888
C16015	C14H14O2	214.0994
C16028	C15H24	204.1878
C16070	C12H22NO12P	403.088
C16071	C17H19N4O8P	438.0941
C16074	C8H7N	117.0578
C16075	C8H9NO	135.0684
C16138	C12H21N3O3	255.1583
C16139		
C16141	C15H24	204.1878
C16142	C15H24	204.1878
C16143	C15H26O	222.1984
C16144	C30H48	408.3756
C16145	C30H42	402.3287
C16146	C30H40O2	432.3028
C16149	C11H8O5	220.0372
C16150	C10H14N2	162.1157
C16152	C10H6N2O6	250.0226
C16153	C14H23N3O15P2	535.0604
C16154	C15H23N3O16P2	563.0554
C16155	C14H20N2O16P2	534.0288
C16156	C61H100NO8P	1005.7187
C16157	C60H100NO7P	977.7237
C16159	C6H8O5	160.0372
C16162	C39H64N7O17P3S	1027.3292
C16163	C39H62N7O17P3S	1025.3136
C16164	C41H66N7O17P3S	1053.3449
C16165	C41H64N7O17P3S	1051.3292
C16167	C45H72N7O17P3S	1107.3918
C16168	C45H70N7O17P3S	1105.3762
C16169	C43H66N7O17P3S	1077.3449
C16171	C45H74N7O17P3S	1109.4075
C16172	C45H72N7O17P3S	1107.3918
C16173	C43H68N7O17P3S	1079.3605
C16179	C41H68N7O17P3S	1055.3605
C16180	C41H70N7O17P3S	1057.3762
C16181	C6H7Cl5O	269.894
C16182	C6H8Cl4O2	251.9278
C16186	C6H9O9P	255.9984
C16187	C16H16O5	288.0998
C16190	C16H14O5	286.0841
C16191	C24H22O12	502.1111
C16192	C24H22O13	518.106
C16195	C22H22O10	446.1213
C16197	C25H24O13	532.1217
C16203	C14H12O2	212.0837
C16204	C14H10O2	210.0681
C16215	C8H8O4	168.0423
C16216	C39H68N7O18P3S	1047.3554
C16217	C39H70N7O18P3S	1049.3711
C16218	C39H68N7O17P3S	1031.3605
C16219	C18H33O2SR	
C16220	C18H35O2SR	
C16221	C18H33OSR	
C16222	C25H24O12	516.1268
C16223	C22H24O9	432.142
C16224	C25H26O12	518.1424
C16226	C16H10O6	298.0477
C16227	C16H12O6	300.0634
C16228	C16H12O6	300.0634
C16230	C16H12O6	300.0634
C16231	C25H24O13	532.1217
C16232	C15H12O5	272.0685
C16233	C15H12O6	288.0634
C16236	C8H16NOR	
C16237	C8H14NOS2R	
C16238	C18H26N5O8PS2	535.096
C16239	C8H13OS3R	
C16240	NH2R	
C16241	C8H14O2S2	206.0435
C16242	C45H52CoN4O16	963.271
C16243	C43H50CoN4O16	937.2554
C16244	C44H57CoN4O14	924.3203
C16246	C7H5Br2NO2	292.8687
C16248	C6H4Br2O2	265.8578
C16249	C6H5BrO5	235.932
C16251	C28H50O2	418.3811
C16252	C28H48O3	432.3603
C16253	C28H46O3	430.3447
C16254	C12H20NO4S2R	
C16255	C10H18NO2S2R	
C16256	C30H42N7O17P3S	897.1571
C16257	C30H44N7O18P3S	915.1676
C16258	C24H42O4	394.3083
C16259	C24H42O7S	474.2651
C16260	C27H48O6	468.3451
C16261	C27H48O9S	548.3019
C16265	C8H15NO9S	301.0468
C16266	C6H5ClO4	175.9876
C16269	C15H24	204.1878
C16272	C6H10O4	146.0579
C16273	C27H44N7O19P3S	895.1626
C16276	C40H56	536.4382
C16286	C12H22O	182.1671
C16291	C40H58	538.4539
C16297	C30H27O13	595.1452
C16299	C39H39O21	843.1984
C16301	C24H23O15	551.1037
C16303	C36H43O25	875.2093
C16304	C30H33O20	713.1565
C16305	C27H31O15	595.1663
C16306	C27H31O16	611.1612
C16307	C27H31O17	627.1561
C16310	C6H10O	98.0732
C16312	C27H31O17	627.1561
C16313	C36H37O20	789.1878
C16314	C33H41O22	789.2089
C16320	C18H28O3	292.2038
C16321	C18H30O4	310.2144
C16324	C18H28O3	292.2038
C16327	C39H64N7O18P3S	1043.3241
